Period	Data_value	Type
2007.06	1.79	25
2007.07	1.75	25
2007.08	1.75	25
2007.09	1.77	25
2007.1	1.78	25
2007.11	1.81	25
2007.12	1.86	25
2008.01	1.86	25
2008.02	1.78	25
2008.03	1.69	25
2008.04	1.83	25
2008.05	1.87	25
2008.06	2	25
2008.07	2.21	25
2008.08	2.28	25
2008.09	2.38	25
2008.1	2.37	25
2008.11	2.52	25
2008.12	2.53	25
2009.01	2.6	25
2009.02	2.61	25
2009.03	2.68	25
2009.04	2.65	25
2009.05	2.62	25
2009.06	2.65	25
2009.07	2.65	25
2009.08	2.57	25
2009.09	2.82	25
2009.1	2.7	25
2009.11	2.69	25
2009.12	2.57	25
2010.01	2.55	25
2010.02	2.6	25
2010.03	2.58	25
2010.04	2.49	25
2010.05	2.43	25
2010.06	2.35	25
2010.07	2.39	25
2010.08	2.41	25
2010.09	2.42	25
2010.1	2.52	25
2010.11	2.48	25
2010.12	2.41	25
2011.01	2.49	25
2011.02	2.44	25
2011.03	2.49	25
2011.04	2.49	25
2011.05	2.5	25
2011.06	2.5	25
2011.07	2.5	25
2011.08	2.45	25
2011.09	2.57	25
2011.1	2.52	25
2011.11	2.59	25
2011.12	2.53	25
2012.01	2.49	25
2012.02	2.45	25
2012.03	2.57	25
2012.04	2.54	25
2012.05	2.51	25
2012.06	2.39	25
2012.07	2.45	25
2012.08	2.43	25
2012.09	2.39	25
2012.1	2.44	25
2012.11	2.44	25
2012.12	2.35	25
2013.01	2.4	25
2013.02	2.43	25
2013.03	2.37	25
2013.04	2.43	25
2013.05	2.37	25
2013.06	2.38	25
2013.07	2.38	25
2013.08	2.41	25
2013.09	2.38	25
2013.1	2.4	25
2013.11	2.36	25
2013.12	2.42	25
2014.01	2.39	25
2014.02	2.38	25
2014.03	2.39	25
2014.04	2.48	25
2014.05	2.42	25
2014.06	2.5	25
2014.07	2.43	25
2014.08	2.41	25
2014.09	2.45	25
2014.1	2.43	25
2014.11	2.46	25
2014.12	2.43	25
2015.01	2.45	25
2015.02	2.38	25
2015.03	2.48	25
2015.04	2.47	25
2015.05	2.48	25
2015.06	2.34	25
2015.07	2.48	25
2015.08	2.31	25
2015.09	2.56	25
2015.1	2.46	25
2015.11	2.51	25
2015.12	2.44	25
2016.01	2.48	25
2016.02	2.5	25
2016.03	2.49	25
2016.04	2.45	25
2016.05	2.6	25
2016.06	2.58	25
2016.07	2.49	25
2016.08	2.45	25
2016.09	2.56	25
2016.1	2.58	25
2016.11	2.41	25
2016.12	2.53	25
2017.01	2.47	25
2017.02	2.57	25
2017.03	2.41	25
2017.04	2.45	25
2017.05	2.56	25
2017.06	2.56	25
2017.07	2.51	25
2017.08	2.5	25
2017.09	2.55	25
2017.1	2.45	25
2017.11	2.53	25
2017.12	2.52	25
2018.01	2.53	25
2018.02	2.52	25
2018.03	2.57	25
2018.04	2.52	25
2018.05	2.52	25
2018.06	2.47	25
2018.07	2.49	25
2018.08	2.55	25
2006.06	3.05	26
2006.07	3.04	26
2006.08	3.03	26
2006.09	2.66	26
2006.1	2.66	26
2006.11	2.65	26
2006.12	2.64	26
2007.01	2.62	26
2007.02	2.64	26
2007.03	2.61	26
2007.04	2.62	26
2007.05	2.62	26
2007.06	2.6	26
2007.07	2.86	26
2007.08	2.92	26
2007.09	2.9	26
2007.1	3.01	26
2007.11	3.09	26
2007.12	3.11	26
2008.01	3.13	26
2008.02	3.25	26
2008.03	3.25	26
2008.04	3.22	26
2008.05	3.25	26
2008.06	3.23	26
2008.07	3.19	26
2008.08	3.36	26
2008.09	3.37	26
2008.1	3.35	26
2008.11	3.35	26
2008.12	3.33	26
2009.01	3.31	26
2009.02	3.29	26
2009.03	3.27	26
2009.04	3.22	26
2009.05	3.21	26
2009.06	3.23	26
2009.07	3.24	26
2009.08	3.19	26
2009.09	3.18	26
2009.1	3.17	26
2009.11	3.16	26
2009.12	3.18	26
2010.01	3.34	26
2010.02	3.36	26
2010.03	3.37	26
2010.04	3.36	26
2010.05	3.36	26
2010.06	3.37	26
2010.07	3.57	26
2010.08	3.57	26
2010.09	3.55	26
2010.1	3.61	26
2010.11	3.62	26
2010.12	3.61	26
2011.01	3.63	26
2011.02	3.68	26
2011.03	3.68	26
2011.04	3.67	26
2011.05	3.67	26
2011.06	3.68	26
2011.07	3.68	26
2011.08	3.67	26
2011.09	3.68	26
2011.1	3.67	26
2011.11	3.67	26
2011.12	3.67	26
2012.01	3.67	26
2012.02	3.61	26
2012.03	3.61	26
2012.04	3.6	26
2012.05	3.3	26
2012.06	3.27	26
2012.07	3.19	26
2012.08	3.19	26
2012.09	3.2	26
2012.1	3.18	26
2012.11	3.17	26
2012.12	3.18	26
2013.01	3.18	26
2013.02	3.26	26
2013.03	3.2	26
2013.04	3.18	26
2013.05	3.19	26
2013.06	3.19	26
2013.07	3.17	26
2013.08	3.17	26
2013.09	3.42	26
2013.1	3.45	26
2013.11	3.43	26
2013.12	3.54	26
2014.01	3.53	26
2014.02	3.53	26
2014.03	3.54	26
2014.04	3.56	26
2014.05	3.61	26
2014.06	3.62	26
2014.07	3.64	26
2014.08	3.58	26
2014.09	3.55	26
2014.1	3.67	26
2014.11	3.71	26
2014.12	3.64	26
2015.01	3.63	26
2015.02	3.62	26
2015.03	3.63	26
2015.04	3.63	26
2015.05	3.45	26
2015.06	3.36	26
2015.07	3.37	26
2015.08	3.35	26
2015.09	3.32	26
2015.1	3.13	26
2015.11	3.13	26
2015.12	3.13	26
2016.01	3.29	26
2016.02	3.29	26
2016.03	3.28	26
2016.04	3.25	26
2016.05	3.23	26
2016.06	3.23	26
2016.07	3.27	26
2016.08	3.26	26
2016.09	3.26	26
2016.1	3.31	26
2016.11	3.33	26
2016.12	3.32	26
2017.01	3.47	26
2017.02	3.49	26
2017.03	3.5	26
2017.04	3.49	26
2017.05	3.49	26
2017.06	3.48	26
2017.07	3.54	26
2017.08	3.53	26
2017.09	3.52	26
2017.1	3.56	26
2017.11	3.56	26
2017.12	3.56	26
2018.01	3.53	26
2018.02	3.53	26
2018.03	3.53	26
2018.04	3.53	26
2018.05	3.53	26
2018.06	3.56	26
2018.07	3.58	26
2018.08	3.58	26
2006.06	3.93	27
2006.07	3.51	27
2006.08	3.62	27
2006.09	3.51	27
2006.1	3.64	27
2006.11	3.36	27
2006.12	3.47	27
2007.01	3.43	27
2007.02	3.76	27
2007.03	3.84	27
2007.04	3.8	27
2007.05	3.73	27
2007.06	4.11	27
2007.07	4.01	27
2007.08	3.88	27
2007.09	4.27	27
2007.1	4.42	27
2007.11	4.48	27
2007.12	4.28	27
2008.01	4.14	27
2008.02	4.39	27
2008.03	4.03	27
2008.04	4.39	27
2008.05	4.08	27
2008.06	4.02	27
2008.07	4.39	27
2008.08	4	27
2008.09	4.46	27
2008.1	4.44	27
2008.11	4.75	27
2008.12	4.76	27
2009.01	4.76	27
2009.02	4.93	27
2009.03	4.68	27
2009.04	5.15	27
2009.05	4.85	27
2009.06	4.92	27
2009.07	4.8	27
2009.08	4.79	27
2009.09	4.77	27
2009.1	4.86	27
2009.11	5.03	27
2009.12	4.85	27
2010.01	5.02	27
2010.02	4.84	27
2010.03	4.99	27
2010.04	4.87	27
2010.05	4.73	27
2010.06	4.66	27
2010.07	4.98	27
2010.08	5.24	27
2010.09	5.48	27
2010.1	5.28	27
2010.11	5.24	27
2010.12	5.09	27
2011.01	5.27	27
2011.02	5.51	27
2011.03	5.36	27
2011.04	5.25	27
2011.05	5.29	27
2011.06	5.02	27
2011.07	5.76	27
2011.08	5.4	27
2011.09	5.38	27
2011.1	5.28	27
2011.11	5.46	27
2011.12	5.5	27
2012.01	5.36	27
2012.02	5.42	27
2012.03	5.45	27
2012.04	5.2	27
2012.05	5.2	27
2012.06	5.34	27
2012.07	5.29	27
2012.08	5.26	27
2012.09	5.01	27
2012.1	4.97	27
2012.11	4.98	27
2012.12	4.97	27
2013.01	5.42	27
2013.02	5.07	27
2013.03	5.04	27
2013.04	5.44	27
2013.05	5.25	27
2013.06	5.11	27
2013.07	5.05	27
2013.08	5.07	27
2013.09	4.98	27
2013.1	5.37	27
2013.11	5.58	27
2013.12	5.47	27
2014.01	5.27	27
2014.02	5.21	27
2014.03	5.14	27
2014.04	5.21	27
2014.05	5.29	27
2014.06	5.47	27
2014.07	5.22	27
2014.08	5.1	27
2014.09	5.46	27
2014.1	5.31	27
2014.11	5.04	27
2014.12	5.74	27
2015.01	5.54	27
2015.02	5.17	27
2015.03	5.54	27
2015.04	5.46	27
2015.05	5.06	27
2015.06	5.25	27
2015.07	5.14	27
2015.08	5.25	27
2015.09	4.78	27
2015.1	4.99	27
2015.11	5.01	27
2015.12	5.04	27
2016.01	4.91	27
2016.02	4.81	27
2016.03	4.83	27
2016.04	4.87	27
2016.05	4.97	27
2016.06	4.77	27
2016.07	4.64	27
2016.08	4.82	27
2016.09	4.85	27
2016.1	4.63	27
2016.11	4.9	27
2016.12	4.77	27
2017.01	4.95	27
2017.02	5.25	27
2017.03	4.97	27
2017.04	5.09	27
2017.05	5.33	27
2017.06	4.94	27
2017.07	5.11	27
2017.08	5.24	27
2017.09	5.19	27
2017.1	4.69	27
2017.11	4.53	27
2017.12	4.99	27
2018.01	5.02	27
2018.02	4.81	27
2018.03	4.82	27
2018.04	4.93	27
2018.05	4.83	27
2018.06	4.4	27
2018.07	4.73	27
2018.08	4.77	27
2006.06	6.77	28
2006.07	6.91	28
2006.08	6.78	28
2006.09	6.76	28
2006.1	6.61	28
2006.11	6.82	28
2006.12	6.66	28
2007.01	6.42	28
2007.02	6.6	28
2007.03	6.46	28
2007.04	6.5	28
2007.05	6.69	28
2007.06	6.6	28
2007.07	6.67	28
2007.08	6.44	28
2007.09	6.93	28
2007.1	7.72	28
2007.11	8.02	28
2007.12	9.13	28
2008.01	10.47	28
2008.02	10.54	28
2008.03	10.69	28
2008.04	10.78	28
2008.05	10.67	28
2008.06	10.68	28
2008.07	10.62	28
2008.08	10.62	28
2008.09	11.19	28
2008.1	10.75	28
2008.11	10.84	28
2008.12	10.51	28
2009.01	10.51	28
2009.02	10.26	28
2009.03	9.55	28
2009.04	9.09	28
2009.05	9.14	28
2009.06	8.92	28
2009.07	8.94	28
2009.08	8.38	28
2009.09	8.15	28
2009.1	8.27	28
2009.11	8.51	28
2009.12	8.84	28
2010.01	8.96	28
2010.02	9.17	28
2010.03	9.54	28
2010.04	9.62	28
2010.05	10.04	28
2010.06	9.92	28
2010.07	9.99	28
2010.08	10.02	28
2010.09	10.25	28
2010.1	10.57	28
2010.11	10.59	28
2010.12	10.35	28
2011.01	10.51	28
2011.02	10.78	28
2011.03	10.46	28
2011.04	10.65	28
2011.05	10.44	28
2011.06	10.85	28
2011.07	10.65	28
2011.08	9.92	28
2011.09	9.91	28
2011.1	9.37	28
2011.11	9.67	28
2011.12	9.51	28
2012.01	9.22	28
2012.02	9.26	28
2012.03	9.18	28
2012.04	9.23	28
2012.05	8.86	28
2012.06	9.13	28
2012.07	9	28
2012.08	8.53	28
2012.09	8.4	28
2012.1	8.43	28
2012.11	8.48	28
2012.12	8.45	28
2013.01	8.6	28
2013.02	8.38	28
2013.03	7.95	28
2013.04	7.92	28
2013.05	8.38	28
2013.06	8.49	28
2013.07	8.83	28
2013.08	8.86	28
2013.09	8.9	28
2013.1	9.13	28
2013.11	9.14	28
2013.12	9.19	28
2014.01	9.26	28
2014.02	9.57	28
2014.03	9.2	28
2014.04	9.2	28
2014.05	9.55	28
2014.06	9.64	28
2014.07	9.54	28
2014.08	9.32	28
2014.09	8.62	28
2014.1	8.76	28
2014.11	8.66	28
2014.12	8.18	28
2015.01	8.15	28
2015.02	8.22	28
2015.03	8.23	28
2015.04	7.92	28
2015.05	8.69	28
2015.06	9.12	28
2015.07	9.07	28
2015.08	8.08	28
2015.09	8.02	28
2015.1	8.03	28
2015.11	7.86	28
2015.12	8.86	28
2016.01	8.95	28
2016.02	8.23	28
2016.03	7.9	28
2016.04	8.29	28
2016.05	8.18	28
2016.06	7.68	28
2016.07	7.39	28
2016.08	7.99	28
2016.09	7.84	28
2016.1	7.22	28
2016.11	8.44	28
2016.12	8.51	28
2017.01	8.64	28
2017.02	9.08	28
2017.03	9.3	28
2017.04	9.29	28
2017.05	9.33	28
2017.06	9.25	28
2017.07	8.85	28
2017.08	8.65	28
2017.09	8.95	28
2017.1	8.79	28
2017.11	8.98	28
2017.12	8.49	28
2018.01	8.64	28
2018.02	8.83	28
2018.03	8.86	28
2018.04	8.71	28
2018.05	8.63	28
2018.06	8.62	28
2018.07	8.44	28
2018.08	8.83	28
2006.06	3.12	29
2006.07	3.15	29
2006.08	3.15	29
2006.09	3.04	29
2006.1	3.12	29
2006.11	3.12	29
2006.12	3.17	29
2007.01	3.09	29
2007.02	3.23	29
2007.03	3.19	29
2007.04	3.14	29
2007.05	3.23	29
2007.06	3.12	29
2007.07	3.26	29
2007.08	3.05	29
2007.09	3.19	29
2007.1	3.27	29
2007.11	3.31	29
2007.12	3.28	29
2008.01	3.26	29
2008.02	3.23	29
2008.03	3.34	29
2008.04	3.6	29
2008.05	3.6	29
2008.06	3.52	29
2008.07	3.46	29
2008.08	3.62	29
2008.09	3.64	29
2008.1	3.55	29
2008.11	3.7	29
2008.12	3.64	29
2009.01	3.67	29
2009.02	3.61	29
2009.03	3.38	29
2009.04	3.37	29
2009.05	3.34	29
2009.06	3.21	29
2009.07	3.33	29
2009.08	3.27	29
2009.09	3.23	29
2009.1	3.21	29
2009.11	3.28	29
2009.12	3.34	29
2010.01	3.35	29
2010.02	3.43	29
2010.03	3.34	29
2010.04	3.39	29
2010.05	3.36	29
2010.06	3.3	29
2010.07	3.21	29
2010.08	3.36	29
2010.09	3.35	29
2010.1	3.39	29
2010.11	3.41	29
2010.12	3.32	29
2011.01	3.36	29
2011.02	3.36	29
2011.03	3.43	29
2011.04	3.42	29
2011.05	3.43	29
2011.06	3.44	29
2011.07	3.45	29
2011.08	3.4	29
2011.09	3.45	29
2011.1	3.44	29
2011.11	3.39	29
2011.12	3.43	29
2012.01	3.44	29
2012.02	3.45	29
2012.03	3.42	29
2012.04	3.4	29
2012.05	3.44	29
2012.06	3.51	29
2012.07	3.53	29
2012.08	3.45	29
2012.09	3.43	29
2012.1	3.51	29
2012.11	3.43	29
2012.12	3.48	29
2013.01	3.5	29
2013.02	3.46	29
2013.03	3.44	29
2013.04	3.51	29
2013.05	3.55	29
2013.06	3.63	29
2013.07	3.69	29
2013.08	3.7	29
2013.09	3.66	29
2013.1	3.77	29
2013.11	3.78	29
2013.12	3.76	29
2014.01	3.59	29
2014.02	3.71	29
2014.03	3.69	29
2014.04	3.7	29
2014.05	3.78	29
2014.06	3.74	29
2014.07	3.77	29
2014.08	3.69	29
2014.09	3.76	29
2014.1	3.81	29
2014.11	3.84	29
2014.12	3.86	29
2015.01	3.78	29
2015.02	3.79	29
2015.03	3.64	29
2015.04	3.71	29
2015.05	3.87	29
2015.06	3.83	29
2015.07	3.81	29
2015.08	3.77	29
2015.09	3.74	29
2015.1	3.76	29
2015.11	3.82	29
2015.12	3.64	29
2016.01	3.77	29
2016.02	3.72	29
2016.03	3.75	29
2016.04	3.8	29
2016.05	3.78	29
2016.06	3.8	29
2016.07	3.77	29
2016.08	3.82	29
2016.09	3.88	29
2016.1	3.94	29
2016.11	3.73	29
2016.12	3.8	29
2017.01	3.8	29
2017.02	3.85	29
2017.03	3.87	29
2017.04	3.9	29
2017.05	3.93	29
2017.06	3.83	29
2017.07	3.76	29
2017.08	3.74	29
2017.09	3.77	29
2017.1	3.9	29
2017.11	3.89	29
2017.12	3.81	29
2018.01	3.9	29
2018.02	3.91	29
2018.03	3.9	29
2018.04	3.89	29
2018.05	3.88	29
2018.06	3.8	29
2018.07	3.86	29
2018.08	4	29
2006.06	2.08	30
2006.07	2.05	30
2006.08	2.02	30
2006.09	2	30
2006.1	1.96	30
2006.11	1.96	30
2006.12	1.98	30
2007.01	2.04	30
2007.02	2	30
2007.03	2.04	30
2007.04	2.02	30
2007.05	2.03	30
2007.06	2	30
2007.07	1.98	30
2007.08	2	30
2007.09	2.01	30
2007.1	2.47	30
2007.11	2.69	30
2007.12	3.29	30
2008.01	3.77	30
2008.02	3.83	30
2008.03	3.71	30
2008.04	3.75	30
2008.05	3.66	30
2008.06	3.73	30
2008.07	3.75	30
2008.08	3.75	30
2008.09	3.8	30
2008.1	3.71	30
2008.11	3.77	30
2008.12	3.65	30
2009.01	3.63	30
2009.02	3.33	30
2009.03	3.27	30
2009.04	3.15	30
2009.05	3.06	30
2009.06	2.99	30
2009.07	2.94	30
2009.08	2.64	30
2009.09	2.71	30
2009.1	2.71	30
2009.11	2.62	30
2009.12	2.61	30
2010.01	2.96	30
2010.02	3.02	30
2010.03	3.5	30
2010.04	3.71	30
2010.05	3.95	30
2010.06	3.81	30
2010.07	3.74	30
2010.08	3.97	30
2010.09	4.15	30
2010.1	4.1	30
2010.11	4.21	30
2010.12	4.25	30
2011.01	4.15	30
2011.02	4.3	30
2011.03	4.4	30
2011.04	4.48	30
2011.05	4.45	30
2011.06	4.66	30
2011.07	4.6	30
2011.08	4.36	30
2011.09	4.4	30
2011.1	4.3	30
2011.11	4.15	30
2011.12	3.86	30
2012.01	3.92	30
2012.02	3.86	30
2012.03	3.92	30
2012.04	3.89	30
2012.05	3.34	30
2012.06	3.54	30
2012.07	3.36	30
2012.08	3.2	30
2012.09	3.1	30
2012.1	3.08	30
2012.11	3.08	30
2012.12	3.22	30
2013.01	3.23	30
2013.02	3.08	30
2013.03	3.04	30
2013.04	2.97	30
2013.05	3.77	30
2013.06	3.89	30
2013.07	3.81	30
2013.08	3.82	30
2013.09	3.83	30
2013.1	3.69	30
2013.11	3.79	30
2013.12	3.75	30
2014.01	3.88	30
2014.02	3.9	30
2014.03	3.75	30
2014.04	3.79	30
2014.05	4.05	30
2014.06	4.37	30
2014.07	4.33	30
2014.08	4.31	30
2014.09	3.73	30
2014.1	3.65	30
2014.11	3.52	30
2014.12	3.16	30
2015.01	3.08	30
2015.02	3.07	30
2015.03	3.15	30
2015.04	3.09	30
2015.05	3.43	30
2015.06	3.86	30
2015.07	3.69	30
2015.08	3.22	30
2015.09	3.02	30
2015.1	2.97	30
2015.11	3.03	30
2015.12	3.07	30
2016.01	3.06	30
2016.02	3.45	30
2016.03	3.59	30
2016.04	3.65	30
2016.05	3.73	30
2016.06	3.38	30
2016.07	3.28	30
2016.08	3.32	30
2016.09	3.48	30
2016.1	3.5	30
2016.11	3.88	30
2016.12	4.12	30
2017.01	4.06	30
2017.02	4.58	30
2017.03	4.57	30
2017.04	4.57	30
2017.05	4.8	30
2017.06	5.05	30
2017.07	4.88	30
2017.08	5.39	30
2017.09	5.55	30
2017.1	5.67	30
2017.11	5.74	30
2017.12	5.46	30
2018.01	5.78	30
2018.02	5.62	30
2018.03	5.66	30
2018.04	5.36	30
2018.05	5.59	30
2018.06	5.21	30
2018.07	5.35	30
2018.08	5.65	30
2006.06	1.88	31
2006.07	1.88	31
2006.08	1.91	31
2006.09	2.18	31
2006.1	2.09	31
2006.11	2.2	31
2006.12	2.19	31
2007.01	2.09	31
2007.02	2.04	31
2007.03	1.97	31
2007.04	1.99	31
2007.05	1.99	31
2007.06	1.96	31
2007.07	1.98	31
2007.08	1.94	31
2007.09	1.95	31
2007.1	1.95	31
2007.11	1.96	31
2007.12	1.93	31
2008.01	1.9	31
2008.02	1.82	31
2008.03	1.86	31
2008.04	1.83	31
2008.05	1.86	31
2008.06	1.85	31
2008.07	1.88	31
2008.08	1.93	31
2008.09	1.92	31
2008.1	1.88	31
2008.11	1.9	31
2008.12	1.92	31
2009.01	1.88	31
2009.02	1.93	31
2009.03	2.14	31
2009.04	2.19	31
2009.05	2.23	31
2009.06	2.43	31
2009.07	2.46	31
2009.08	2.55	31
2009.09	2.65	31
2009.1	2.55	31
2009.11	2.35	31
2009.12	2.57	31
2010.01	2.62	31
2010.02	2.67	31
2010.03	2.64	31
2010.04	2.61	31
2010.05	2.61	31
2010.06	2.58	31
2010.07	2.62	31
2010.08	2.66	31
2010.09	2.75	31
2010.1	2.7	31
2010.11	2.78	31
2010.12	2.75	31
2011.01	2.8	31
2011.02	2.8	31
2011.03	2.87	31
2011.04	3.17	31
2011.05	3.13	31
2011.06	3.1	31
2011.07	3.12	31
2011.08	3.16	31
2011.09	3.15	31
2011.1	3.15	31
2011.11	3.13	31
2011.12	3.14	31
2012.01	3.19	31
2012.02	3.17	31
2012.03	3.08	31
2012.04	3.08	31
2012.05	3.1	31
2012.06	3.09	31
2012.07	3.01	31
2012.08	3.13	31
2012.09	3.06	31
2012.1	2.97	31
2012.11	2.97	31
2012.12	3	31
2013.01	2.96	31
2013.02	2.99	31
2013.03	2.93	31
2013.04	2.92	31
2013.05	2.91	31
2013.06	2.97	31
2013.07	2.97	31
2013.08	2.94	31
2013.09	2.86	31
2013.1	2.85	31
2013.11	2.87	31
2013.12	2.92	31
2014.01	2.85	31
2014.02	2.93	31
2014.03	2.76	31
2014.04	2.75	31
2014.05	2.82	31
2014.06	2.83	31
2014.07	2.8	31
2014.08	2.72	31
2014.09	2.66	31
2014.1	2.69	31
2014.11	2.61	31
2014.12	2.68	31
2015.01	2.73	31
2015.02	2.62	31
2015.03	2.69	31
2015.04	2.76	31
2015.05	2.49	31
2015.06	2.67	31
2015.07	2.69	31
2015.08	2.45	31
2015.09	2.51	31
2015.1	2.55	31
2015.11	2.34	31
2015.12	2.39	31
2016.01	2.58	31
2016.02	2.55	31
2016.03	2.59	31
2016.04	2.58	31
2016.05	2.54	31
2016.06	2.64	31
2016.07	2.63	31
2016.08	2.5	31
2016.09	2.58	31
2016.1	2.59	31
2016.11	2.56	31
2016.12	2.74	31
2017.01	2.8	31
2017.02	2.84	31
2017.03	2.82	31
2017.04	2.71	31
2017.05	2.79	31
2017.06	2.85	31
2017.07	2.77	31
2017.08	2.72	31
2017.09	2.82	31
2017.1	2.77	31
2017.11	2.77	31
2017.12	2.74	31
2018.01	2.82	31
2018.02	2.81	31
2018.03	2.72	31
2018.04	2.7	31
2018.05	2.57	31
2018.06	2.61	31
2018.07	2.56	31
2018.08	2.56	31
2006.06	3.27	32
2006.07	3.21	32
2006.08	3.31	32
2006.09	3.49	32
2006.1	3.25	32
2006.11	3.54	32
2006.12	3.54	32
2007.01	3.67	32
2007.02	3.46	32
2007.03	3.42	32
2007.04	3.54	32
2007.05	3.77	32
2007.06	3.34	32
2007.07	3.52	32
2007.08	3.31	32
2007.09	3.35	32
2007.1	3.78	32
2007.11	3.59	32
2007.12	3.78	32
2008.01	3.81	32
2008.02	3.57	32
2008.03	3.89	32
2008.04	3.58	32
2008.05	3.54	32
2008.06	3.57	32
2008.07	3.56	32
2008.08	3.54	32
2008.09	3.56	32
2008.1	3.38	32
2008.11	3.51	32
2008.12	3.98	32
2009.01	3.69	32
2009.02	3.86	32
2009.03	3.69	32
2009.04	4.03	32
2009.05	3.73	32
2009.06	4.44	32
2009.07	4.35	32
2009.08	4.09	32
2009.09	4.25	32
2009.1	4.11	32
2009.11	3.6	32
2009.12	3.81	32
2010.01	3.89	32
2010.02	3.82	32
2010.03	3.89	32
2010.04	3.88	32
2010.05	3.72	32
2010.06	3.57	32
2010.07	3.65	32
2010.08	3.63	32
2010.09	3.84	32
2010.1	4.06	32
2010.11	3.93	32
2010.12	3.57	32
2011.01	3.71	32
2011.02	3.76	32
2011.03	3.9	32
2011.04	3.87	32
2011.05	3.84	32
2011.06	3.86	32
2011.07	3.78	32
2011.08	3.94	32
2011.09	3.99	32
2011.1	3.97	32
2011.11	4.02	32
2011.12	3.88	32
2012.01	3.9	32
2012.02	3.92	32
2012.03	3.9	32
2012.04	3.96	32
2012.05	3.75	32
2012.06	4.2	32
2012.07	4.06	32
2012.08	3.93	32
2012.09	3.88	32
2012.1	4.06	32
2012.11	4.12	32
2012.12	3.89	32
2013.01	4.01	32
2013.02	3.85	32
2013.03	3.58	32
2013.04	3.58	32
2013.05	3.94	32
2013.06	3.65	32
2013.07	3.7	32
2013.08	3.54	32
2013.09	3.61	32
2013.1	3.67	32
2013.11	3.55	32
2013.12	3.52	32
2014.01	3.84	32
2014.02	3.76	32
2014.03	3.65	32
2014.04	3.78	32
2014.05	3.83	32
2014.06	3.64	32
2014.07	3.75	32
2014.08	3.35	32
2014.09	3.53	32
2014.1	3.86	32
2014.11	3.78	32
2014.12	3.75	32
2015.01	3.8	32
2015.02	3.81	32
2015.03	3.88	32
2015.04	3.97	32
2015.05	3.98	32
2015.06	3.87	32
2015.07	3.89	32
2015.08	4.07	32
2015.09	4.02	32
2015.1	3.9	32
2015.11	4.23	32
2015.12	4.34	32
2016.01	4.38	32
2016.02	4.55	32
2016.03	4.32	32
2016.04	4.36	32
2016.05	4.13	32
2016.06	4.18	32
2016.07	4	32
2016.08	4.04	32
2016.09	4.16	32
2016.1	4.21	32
2016.11	4.35	32
2016.12	3.89	32
2017.01	4.48	32
2017.02	4.21	32
2017.03	4.42	32
2017.04	4.18	32
2017.05	4.24	32
2017.06	4.08	32
2017.07	4.13	32
2017.08	4.35	32
2017.09	4.56	32
2017.1	4.24	32
2017.11	4.2	32
2017.12	3.81	32
2018.01	4.14	32
2018.02	4.09	32
2018.03	3.99	32
2018.04	4.18	32
2018.05	4.26	32
2018.06	4.05	32
2018.07	4.22	32
2018.08	3.97	32
2006.06	1.28	33
2006.07	1.24	33
2006.08	1.36	33
2006.09	1.22	33
2006.1	1.21	33
2006.11	1.27	33
2006.12	1.28	33
2007.01	1.26	33
2007.02	1.27	33
2007.03	1.2	33
2007.04	1.19	33
2007.05	1.18	33
2007.06	1.12	33
2007.07	1.24	33
2007.08	1.24	33
2007.09	1.15	33
2007.1	1.23	33
2007.11	1.22	33
2007.12	1.22	33
2008.01	1.19	33
2008.02	1.14	33
2008.03	1.05	33
2008.04	1.12	33
2008.05	1.25	33
2008.06	1.23	33
2008.07	1.15	33
2008.08	1.31	33
2008.09	1.32	33
2008.1	1.32	33
2008.11	1.29	33
2008.12	1.4	33
2009.01	1.36	33
2009.02	1.38	33
2009.03	1.42	33
2009.04	1.47	33
2009.05	1.53	33
2009.06	1.58	33
2009.07	1.49	33
2009.08	1.63	33
2009.09	1.65	33
2009.1	1.53	33
2009.11	1.7	33
2009.12	1.59	33
2010.01	1.74	33
2010.02	1.58	33
2010.03	1.59	33
2010.04	1.59	33
2010.05	1.65	33
2010.06	1.43	33
2010.07	1.7	33
2010.08	1.67	33
2010.09	1.54	33
2010.1	1.7	33
2010.11	1.65	33
2010.12	1.76	33
2011.01	1.75	33
2011.02	1.68	33
2011.03	1.56	33
2011.04	1.72	33
2011.05	1.7	33
2011.06	1.57	33
2011.07	1.58	33
2011.08	1.7	33
2011.09	1.59	33
2011.1	1.62	33
2011.11	1.65	33
2011.12	1.79	33
2012.01	1.86	33
2012.02	1.79	33
2012.03	1.74	33
2012.04	1.66	33
2012.05	1.78	33
2012.06	1.64	33
2012.07	1.79	33
2012.08	1.69	33
2012.09	1.76	33
2012.1	1.71	33
2012.11	1.66	33
2012.12	1.61	33
2013.01	1.84	33
2013.02	1.52	33
2013.03	1.61	33
2013.04	1.71	33
2013.05	1.59	33
2013.06	1.65	33
2013.07	1.61	33
2013.08	1.65	33
2013.09	1.62	33
2013.1	1.58	33
2013.11	1.68	33
2013.12	1.71	33
2014.01	1.62	33
2014.02	1.48	33
2014.03	1.66	33
2014.04	1.7	33
2014.05	1.65	33
2014.06	1.71	33
2014.07	1.46	33
2014.08	1.45	33
2014.09	1.51	33
2014.1	1.57	33
2014.11	1.81	33
2014.12	1.62	33
2015.01	1.56	33
2015.02	1.59	33
2015.03	1.54	33
2015.04	1.57	33
2015.05	1.64	33
2015.06	1.57	33
